LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaulted
130000,2,3,2,27,0,0,0,0,0,0,29645,28193,30790,21200,21810,13629,2000,5000,5000,1000,4000,6587,0
90000,1,2,1,42,-1,-1,-2,-2,-2,-2,780,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,2,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,2,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,2,1,2,24,0,0,0,0,0,0,19403,18989,18914,19883,19293,19993,1300,1332,1301,700,1000,900,0
20000,2,1,2,24,0,0,0,0,0,0,19403,18989,18914,19883,19293,19993,1300,1332,1301,700,1000,900,0
30000,2,3,1,41,0,0,2,0,0,0,30518,34984,30321,23610,20614,18873,5002,7,1511,5005,5183,5108,0
220000,1,3,2,33,0,0,0,0,0,0,62770,86968,57675,75892,49548,35530,40000,25000,25000,10000,10000,10000,0
220000,1,3,2,33,0,0,0,0,0,0,62770,86968,57675,75892,49548,35530,40000,25000,25000,10000,10000,10000,0
140000,2,2,2,42,0,0,0,2,0,0,117460,110301,107289,63778,41334,42664,7000,16000,0,3000,2000,2000,0
140000,2,2,2,42,0,0,0,2,0,0,117460,110301,107289,63778,41334,42664,7000,16000,0,3000,2000,2000,0
240000,2,2,2,37,0,0,0,0,0,0,280110,281104,286048,369693,243198,243498,10000,15002,9000,10000,8600,8500,0
130000,1,1,1,47,2,2,2,2,2,2,115704,117277,118814,119915,121325,122052,4900,5000,4503,4605,4400,4204,0
290000,1,2,1,36,0,0,0,0,0,0,154923,159186,323836,112929,62375,63637,6507,6400,4490,2000,2306,2912,0
290000,1,2,1,36,0,0,0,0,0,0,154923,159186,323836,112929,62375,63637,6507,6400,4490,2000,2306,2912,0
150000,2,2,2,24,1,-1,-1,-2,-2,-2,0,10437,4044,594,0,0,10437,4156,600,0,0,9240,0
10000,2,2,2,23,0,0,0,0,0,0,6969,7992,9106,9719,9917,0,1300,1400,1000,198,0,0,0
10000,2,2,2,23,0,0,0,0,0,0,6969,7992,9106,9719,9917,0,1300,1400,1000,198,0,0,0
10000,2,2,2,23,0,0,0,0,0,0,6969,7992,9106,9719,9917,0,1300,1400,1000,198,0,0,0
200000,2,1,2,39,-1,-1,-1,-1,-1,-1,10140,9956,16636,38409,8958,4573,9984,16754,38522,8983,4585,4549,0
20000,2,1,2,27,-1,-1,-1,0,-1,-1,5888,4088,6597,9333,4133,8456,4813,6597,5000,4431,8500,8032,0
50000,2,1,2,27,0,0,0,0,0,2,44421,45897,46920,47864,50856,48390,2500,2100,2000,3900,0,2000,0
50000,2,1,2,27,0,0,0,0,0,2,44421,45897,46920,47864,50856,48390,2500,2100,2000,3900,0,2000,0
360000,1,2,2,48,0,0,0,0,0,0,29269,26763,23202,24979,26734,17956,1500,2000,2000,2000,2000,3000,0
180000,2,1,2,41,0,0,0,0,0,-2,6734,7752,8763,8938,8568,9357,1124,1135,310,378,1000,0,0
100000,2,2,2,36,0,0,0,0,0,0,101513,98736,99072,91809,77499,76997,3600,5006,2910,2755,5000,5000,0
280000,2,2,1,41,1,-1,-1,-1,-1,-2,268,509,0,121,0,0,509,0,121,0,0,0,0
140000,2,1,2,26,0,0,0,0,0,0,84151,87784,90424,92022,95377,98237,5000,5000,4000,5000,5000,5000,0
50000,2,2,2,27,0,0,0,0,0,0,20762,22382,21343,14850,12315,10391,2000,1622,2013,500,500,500,0
50000,2,2,2,27,0,0,0,0,0,0,20762,22382,21343,14850,12315,10391,2000,1622,2013,500,500,500,0
80000,2,2,2,22,1,2,0,0,0,0,79318,79459,79788,29069,26551,27109,2000,2201,2000,1000,1000,2000,0
80000,2,2,1,40,-1,0,-1,-1,-1,-1,5143,8351,3234,1819,1909,1909,6458,3917,1819,2299,1909,3069,0
50000,2,2,1,24,0,0,0,0,0,0,7052,2105,7358,2912,2881,553,2003,7000,2900,2500,400,0,0
390000,1,2,1,39,-1,2,-1,-1,0,0,7831,3844,5797,7657,4086,5795,8,5806,7667,95,5804,4721,0
540000,1,4,2,49,0,0,0,0,0,0,83722,86030,82860,20879,3698,209167,3538,4380,2067,564,207019,6716,0
540000,1,4,2,49,0,0,0,0,0,0,83722,86030,82860,20879,3698,209167,3538,4380,2067,564,207019,6716,0
50000,2,2,2,29,-1,-1,-1,0,0,0,1303,801,11512,11512,8490,0,801,11512,0,0,0,950,0
130000,1,1,2,29,0,0,-2,-2,-2,-2,120000,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,1,2,25,0,0,2,2,2,0,44477,45425,48559,49065,48057,48942,2000,3134,1640,0,1968,1504,0
330000,2,1,2,35,-1,-1,-1,-1,-1,0,117,0,23,776,334,303,0,222,975,334,0,9,0
150000,1,2,1,40,0,0,0,0,0,-2,74985,76745,19472,20650,0,0,3400,1600,1700,0,0,0,0
30000,2,1,2,25,0,0,0,0,0,0,29668,28732,29752,28627,29467,29634,1500,1505,1500,2200,2300,3000,0
20000,1,3,2,37,0,0,0,-1,-1,-2,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,0
20000,2,3,2,31,-2,-2,-1,0,0,-1,-885,-885,18354,19064,19422,4390,20,21431,2300,558,4403,0,0
160000,2,3,1,53,-1,-1,-1,-1,-1,-1,2475,2475,5175,2475,3975,8175,2475,5175,2475,3975,8175,138,0
130000,1,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,1,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,3,2,54,0,0,0,0,0,0,42659,35552,31512,25361,26946,28492,1500,2000,2000,2000,2000,1000,0
120000,2,1,2,33,-1,-1,-1,-1,-1,-2,2446,326,0,28776,0,0,326,0,28776,0,0,0,0
300000,2,1,2,28,0,0,0,0,-1,0,4553,4042,2060,0,78794,80385,1033,1000,0,78794,2900,3000,0
300000,2,1,2,28,0,0,0,0,-1,0,4553,4042,2060,0,78794,80385,1033,1000,0,78794,2900,3000,0
170000,2,2,1,35,0,0,0,0,0,0,96565,62524,88390,63470,55890,51650,30580,50000,24517,14243,7852,4835,0
230000,2,3,1,36,1,2,0,0,0,0,232115,225086,222286,222884,220876,221496,22,9005,9037,7519,8018,8100,0
230000,2,3,1,36,1,2,0,0,0,0,232115,225086,222286,222884,220876,221496,22,9005,9037,7519,8018,8100,0
290000,1,2,1,40,0,0,0,2,0,0,273270,272944,286497,279146,179536,79060,12022,24000,3,10023,10000,5000,0
220000,1,1,2,30,2,0,0,0,0,0,84630,87604,89687,90889,91892,93815,5000,5000,4200,4000,4000,5000,0
270000,1,1,2,40,0,0,0,0,0,0,193444,202284,199443,147121,162262,107338,15000,7000,10000,25000,15000,15000,0
170000,1,1,2,27,0,0,2,2,2,2,133149,138769,145050,146641,149603,157601,11936,13314,5801,5800,11000,1000,0
170000,1,1,2,27,0,0,2,2,2,2,133149,138769,145050,146641,149603,157601,11936,13314,5801,5800,11000,1000,0
70000,1,1,2,29,0,0,0,2,0,0,32938,33635,35287,36002,37096,37999,1548,2200,1600,2000,1500,3000,0
360000,1,3,1,53,0,0,0,0,0,0,8669,8254,8988,6868,5604,6158,1303,1513,706,700,600,2000,0
360000,1,3,1,53,0,0,0,0,0,0,8669,8254,8988,6868,5604,6158,1303,1513,706,700,600,2000,0
130000,2,2,2,36,0,0,0,0,0,0,118410,87199,90782,94261,96694,98982,5001,5001,5000,4000,4000,10001,0
160000,2,1,1,39,1,-1,-1,-1,0,0,-16,1955,2047,15848,16848,0,1971,2047,15848,1000,0,0,0
150000,1,2,2,35,0,0,0,0,0,0,66662,61331,56523,56737,51005,47471,2116,2549,2406,2000,1655,2111,0
280000,1,1,1,31,0,0,0,0,0,0,235461,196894,168463,149816,128721,130406,8900,8100,7200,5000,5000,4700,0
170000,2,1,1,44,-2,-2,-2,-2,-2,-1,10309,4944,28144,1883,27938,14832,4944,28144,1883,27938,14832,0,0
450000,2,1,1,35,-2,-2,-2,-2,-2,-2,7240,1251,0,1620,0,4155,1251,0,1620,0,4155,11089,0
30000,1,2,2,32,0,0,0,0,0,0,20881,22224,23557,24764,25234,14852,2000,2000,2000,1000,1000,1000,0
180000,2,1,1,35,-1,-1,-2,-2,-2,-2,1651,0,0,0,0,0,0,0,0,0,0,295,0
180000,2,2,1,36,-1,-1,-1,-1,-1,-1,1000,92,92,603,1760,826,92,92,603,1760,826,826,0
240000,2,2,1,34,-2,-2,-2,-2,-2,-2,6170,0,0,0,0,0,0,0,0,0,0,0,0
380000,2,1,2,30,0,0,2,2,0,0,27015,31684,33442,32361,32518,32308,5700,2800,0,1205,1226,1332,0
160000,1,1,2,31,-2,-2,-1,0,0,0,2930,459,2613,22315,26911,35239,466,4171,22137,20000,12198,0,0
160000,1,1,2,31,-2,-2,-1,0,0,0,2930,459,2613,22315,26911,35239,466,4171,22137,20000,12198,0,0
50000,1,3,2,41,0,0,0,0,-1,-1,47384,48814,49771,19375,71,19661,2194,2151,755,71,19837,792,0
50000,1,3,2,41,0,0,0,0,-1,-1,47384,48814,49771,19375,71,19661,2194,2151,755,71,19837,792,0
100000,2,2,2,25,0,0,0,0,0,0,87987,86380,88597,84861,69750,47394,4000,3900,3000,2000,2000,2000,0
360000,2,1,2,30,0,0,0,0,0,0,146277,102869,102283,86370,86432,73607,6029,5487,5043,10084,5059,5040,0
360000,2,1,2,30,0,0,0,0,0,0,146277,102869,102283,86370,86432,73607,6029,5487,5043,10084,5059,5040,0
200000,1,1,2,30,0,0,0,0,0,0,46288,48205,49352,49682,50588,42629,3000,2300,2000,2000,1500,1189,0
200000,1,1,2,30,0,0,0,0,0,0,46288,48205,49352,49682,50588,42629,3000,2300,2000,2000,1500,1189,0
100000,1,2,2,28,0,0,0,0,0,0,72610,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000,0
190000,1,3,1,50,0,0,0,2,0,0,106410,108770,115325,112063,114484,121179,5491,9800,0,4300,8700,4500,0
440000,1,2,1,49,-2,-2,-2,-2,-2,-2,942,2002,2942,2948,0,942,2002,2942,2948,0,942,1000,0
200000,2,1,2,32,-2,-2,-2,-2,-2,-2,261,1715,281,1105,354,-2,1723,282,1110,390,0,0,0
150000,2,1,2,37,-1,2,2,-1,-1,-2,180,1582,1402,3244,-13,-13,1402,0,3244,0,0,0,0
50000,2,1,2,27,0,0,0,0,0,2,44421,45897,46920,47864,50856,48390,2500,2100,2000,3900,0,2000,0
50000,2,1,2,27,0,0,0,0,0,2,44421,45897,46920,47864,50856,48390,2500,2100,2000,3900,0,2000,0
60000,1,2,1,36,0,0,0,0,0,0,46064,47320,48337,49332,50536,51694,2000,1805,1800,2000,2000,2000,0
210000,2,2,2,35,0,0,0,0,0,0,147812,135624,125469,103409,75498,72020,5000,7000,5000,4000,2447,3000,0
320000,1,1,1,38,0,0,0,0,0,0,18924,21589,23926,31161,32234,35688,3000,3000,8000,1900,4000,1600,0
140000,1,2,2,27,2,2,2,0,0,2,30121,33315,32485,33142,35443,34724,4000,0,1500,3000,0,1500,0
140000,1,2,2,27,2,2,2,0,0,2,30121,33315,32485,33142,35443,34724,4000,0,1500,3000,0,1500,0
190000,1,1,1,36,-1,-1,-1,-1,-1,-1,1779,1288,1655,1213,344,221,1288,1655,1213,344,221,28160,0
500000,1,1,2,33,0,0,0,0,0,0,49981,45803,43838,25588,24648,23773,2200,2000,3000,2000,2657,85500,0
30000,2,2,1,42,0,0,0,0,0,2,27276,30470,27699,28257,30695,30059,3671,1500,1018,2900,0,869,0
180000,2,1,2,36,-2,-2,-2,-2,-2,-2,10737,21197,11936,40420,9210,17795,21197,11936,40420,9210,17795,6915,0
180000,2,1,2,36,-2,-2,-2,-2,-2,-2,10737,21197,11936,40420,9210,17795,21197,11936,40420,9210,17795,6915,0
110000,1,2,2,24,0,0,0,0,0,0,91915,92168,90705,40086,41449,42260,3800,3818,1426,2000,2000,3261,0
200000,2,1,2,25,0,0,0,0,0,-1,1698,2751,3665,4665,6665,150,1086,1000,1000,2000,150,776,0
110000,2,2,2,24,0,0,0,2,0,0,6470,8610,15123,9761,9717,8046,2654,7230,0,463,393,151,0
180000,2,3,2,42,0,0,0,0,0,0,67414,61256,66668,83568,90418,88898,10000,10000,17500,7000,25000,33600,0
80000,1,1,1,39,0,0,0,2,0,0,61708,65080,68835,41462,36589,39985,5000,5169,21,3000,4000,57,0
180000,2,2,1,27,0,0,0,0,0,0,114556,116155,120264,124203,125702,128734,5000,6000,6000,5000,5000,10000,0
150000,2,1,2,25,0,0,0,0,0,0,87822,83850,56931,96867,95085,69199,2575,2569,45000,5000,3312,1598,0
150000,2,4,2,23,0,0,0,0,0,0,27338,23410,24410,27007,28585,27827,1403,1403,3000,2000,1155,2000,0
360000,2,1,1,37,-1,-1,-1,-1,-1,-2,5625,367,1726,396,-66,-66,368,1734,398,200000,0,150000,0
160000,2,2,1,31,-2,-2,-2,-2,-2,-2,239,0,0,0,1446,426,0,0,0,1446,426,0,0
20000,2,2,2,27,0,0,0,0,0,0,15685,16731,18048,18102,18491,19173,1300,1600,650,681,1000,1000,0
120000,2,3,1,27,2,-1,-1,-1,2,-1,390,390,390,780,240,630,390,390,780,0,930,300,0
120000,2,3,1,27,2,-1,-1,-1,2,-1,390,390,390,780,240,630,390,390,780,0,930,300,0
290000,2,1,1,45,-2,-2,-2,-2,-2,-2,1092,1335,1222,1513,2661,2436,1335,1222,1513,2661,2436,37015,0
290000,2,1,1,45,-2,-2,-2,-2,-2,-2,1092,1335,1222,1513,2661,2436,1335,1222,1513,2661,2436,37015,0
170000,2,2,1,43,0,-1,-1,-1,-1,-1,20699,11614,11487,14716,8172,8244,11614,11487,14743,8172,8244,13733,0
110000,1,1,2,30,1,2,2,2,2,2,88312,90163,92035,93231,94309,96258,4200,4200,3600,3500,3600,0,0
450000,1,2,1,48,-2,-2,-2,-2,-2,-2,18659,388,481,29646,10163,10163,389,483,29707,10214,10214,10184,0
360000,1,1,2,27,-1,-1,-1,-1,-1,-1,5810,4036,2310,1300,0,348,4041,2310,1300,0,348,1080,0
500000,2,1,1,50,0,0,0,0,0,0,378981,372392,353719,348365,306196,303114,20002,16023,13009,10008,10000,20004,0
150000,1,1,1,50,0,0,0,0,0,0,101639,91674,135883,95806,97648,99737,3820,50001,3569,3529,3697,5229,0
140000,2,2,2,31,-2,-2,-2,-2,-2,-2,518,518,518,518,518,668,518,518,518,518,668,518,0
140000,2,2,2,31,-2,-2,-2,-2,-2,-2,518,518,518,518,518,668,518,518,518,518,668,518,0
80000,2,3,1,48,0,-1,-1,-1,-1,-1,33058,1945,2587,2108,1921,2071,1945,2587,2108,1936,2071,0,0
80000,2,3,1,48,0,-1,-1,-1,-1,-1,33058,1945,2587,2108,1921,2071,1945,2587,2108,1936,2071,0,0
20000,1,2,2,27,1,6,5,4,4,3,19388,18807,18235,18654,18073,17501,0,0,1000,0,0,0,0
20000,1,2,2,27,1,6,5,4,4,3,19388,18807,18235,18654,18073,17501,0,0,1000,0,0,0,0
260000,2,4,1,41,-1,-1,-1,-1,-1,-1,2398,2289,3593,5332,1994,5782,2294,3601,5348,2802,5801,2013,0
310000,2,1,1,47,-2,-2,-2,-2,-2,-2,5202,6495,5781,7754,12315,14099,3000,1000,4000,5000,5000,5000,0
500000,1,1,1,37,1,2,0,0,0,0,507062,491956,430637,376657,356636,303510,325,15296,12137,12312,14113,10526,0
150000,1,3,1,43,0,0,0,0,0,0,150797,52509,50683,46602,40599,37192,3008,2014,1599,2014,2018,1041,0
20000,1,1,2,29,0,0,0,0,0,0,22819,19296,20183,20036,19965,20061,1700,2000,1600,1000,1500,1000,0
260000,2,1,1,31,-1,0,0,0,0,2,8078,27201,27879,28420,39206,37705,20000,2000,2000,12000,0,2000,0
260000,2,1,1,31,-1,0,0,0,0,2,8078,27201,27879,28420,39206,37705,20000,2000,2000,12000,0,2000,0
130000,1,1,1,58,0,0,0,0,0,-1,137671,139089,50093,49303,14772,150,4300,1500,0,0,1233,870,0
50000,1,3,3,39,0,0,0,0,0,0,31514,32346,26223,25791,19476,19066,1710,1787,1295,825,684,784,0
50000,1,3,3,39,0,0,0,0,0,0,31514,32346,26223,25791,19476,19066,1710,1787,1295,825,684,784,0
200000,1,2,1,36,-1,-1,-1,-1,-1,-1,75,3707,697,0,2769,1382,3707,697,0,2769,1438,2411,0
20000,1,2,2,30,3,2,3,3,5,4,15556,16987,18406,20795,20175,21265,2000,2000,3000,0,2000,0,0
220000,2,2,1,35,0,0,0,0,0,0,100252,102510,107102,27361,29340,33933,3500,6000,3000,2340,5000,2000,0
10000,1,3,2,24,1,-1,0,-1,0,0,-372,4253,1777,780,780,0,5253,1500,780,0,0,0,0
490000,2,2,2,27,0,0,0,0,0,-1,222705,191752,195022,196099,201289,86703,5011,5217,5000,5340,94762,5026,0
490000,2,2,2,27,0,0,0,0,0,-1,222705,191752,195022,196099,201289,86703,5011,5217,5000,5340,94762,5026,0
500000,1,1,1,36,-1,-1,-1,0,0,0,396,1043,19230,116696,194483,195454,1043,19230,100062,94503,10000,40000,0
80000,2,1,2,26,-1,-1,-1,-1,-1,-1,3900,331,9970,4250,4574,0,331,9970,4250,4574,0,0,0
180000,1,3,1,36,-1,-1,-1,-1,-1,-1,1321,590,584,1196,3040,8009,590,584,1202,3049,8009,7820,0
210000,1,2,1,41,1,2,0,0,0,0,149343,145319,86335,69670,59502,119494,0,5000,3600,2000,2000,5000,0
60000,2,2,2,24,-1,2,-1,0,0,0,3485,2488,20956,22462,21476,23164,0,24419,2018,15000,2000,2000,0
60000,2,1,2,26,1,-2,-1,-1,0,0,0,0,539,37970,39354,40048,0,539,37970,2000,1500,1481,0
230000,2,1,2,35,-1,-1,-1,-1,-2,-2,1890,533,267,0,0,0,533,267,0,0,0,0,0
70000,1,2,2,38,0,0,0,-1,0,0,71586,59856,15379,2985,29351,29977,1308,15006,3000,29100,1100,1100,0
70000,1,2,2,38,0,0,0,-1,0,0,71586,59856,15379,2985,29351,29977,1308,15006,3000,29100,1100,1100,0
150000,2,3,2,29,-1,-1,-1,-2,-2,-1,3850,227,0,0,0,1500,227,0,0,0,1500,1606,0
210000,2,2,2,33,0,0,0,-2,-2,-2,43047,9378,0,0,0,0,1000,0,0,0,0,0,0
30000,2,2,2,38,1,-2,-2,-1,2,2,0,0,0,239,89,589,0,0,239,0,500,0,0
230000,2,3,1,45,-1,-1,-2,-1,0,-1,1633,8410,5722,10371,9998,1328,8435,5955,10371,0,1332,0,0
270000,2,1,2,30,0,0,0,0,0,0,81488,76257,70685,66539,61069,56211,3000,5000,3000,2200,2100,3879,0
270000,2,1,2,30,0,0,0,0,0,0,81488,76257,70685,66539,61069,56211,3000,5000,3000,2200,2100,3879,0
150000,2,1,1,28,1,-2,-2,-2,-1,-1,0,0,522,0,3978,25590,0,522,0,3978,25590,0,0
150000,2,1,1,28,1,-2,-2,-2,-1,-1,0,0,522,0,3978,25590,0,522,0,3978,25590,0,0
150000,2,1,1,28,1,-2,-2,-2,-1,-1,0,0,522,0,3978,25590,0,522,0,3978,25590,0,0
90000,2,2,3,40,1,2,0,0,0,2,89762,90395,87428,61778,68248,66997,3000,2773,2402,7660,0,2711,0
60000,1,2,1,39,0,0,0,0,0,0,54282,49541,46074,39917,39382,39799,2128,1608,1391,1410,1580,1548,0
300000,1,2,2,42,1,-1,-1,2,2,-2,0,159,803,486,-712,-1037,159,803,8,387,0,0,0
340000,2,1,1,46,-1,-1,-1,-1,-1,-1,9435,40670,14007,11922,84739,11132,40670,24330,11943,84739,11132,46039,0
340000,2,1,1,46,-1,-1,-1,-1,-1,-1,9435,40670,14007,11922,84739,11132,40670,24330,11943,84739,11132,46039,0
130000,2,1,2,25,0,0,0,0,0,0,37112,34653,9522,3939,6939,950,2009,2000,2000,3000,900,0,0
150000,2,2,2,27,0,0,0,0,0,0,127402,110050,51547,44384,36900,29497,4500,1745,1566,1208,1077,2529,0
10000,1,3,1,57,0,0,0,2,2,0,7525,6952,9356,9533,9233,9295,1276,2680,477,0,360,1000,0
20000,1,2,1,38,0,0,0,0,0,-1,9269,10585,11608,12313,12848,800,1477,1500,1000,1500,800,800,0
140000,2,3,1,51,0,0,0,0,0,0,58213,60764,59949,40979,42339,43529,3500,2000,1447,2000,2184,2000,0
80000,2,3,2,28,0,0,0,0,0,0,70194,71912,69776,70985,72444,69685,3500,3000,2500,2500,2500,2500,0
80000,2,3,2,28,0,0,0,0,0,0,70194,71912,69776,70985,72444,69685,3500,3000,2500,2500,2500,2500,0
150000,2,2,1,36,0,0,0,0,0,0,289463,296846,301634,314201,84135,90500,8245,7143,13700,15000,7500,0,0
50000,2,2,1,42,0,0,0,0,0,0,49624,49357,49366,49221,48848,47545,2100,2150,2200,2000,2000,3000,0
290000,2,1,2,31,-1,-1,-1,-1,-1,-1,21720,1240,3682,4694,5258,1248,1240,3682,4704,5258,1248,9600,0
80000,2,3,1,48,0,-1,-1,-1,-1,-1,33058,1945,2587,2108,1921,2071,1945,2587,2108,1936,2071,0,0
80000,2,3,1,48,0,-1,-1,-1,-1,-1,33058,1945,2587,2108,1921,2071,1945,2587,2108,1936,2071,0,0
30000,2,4,1,53,0,0,0,0,0,0,28191,27166,17769,18107,18541,4770,1600,1300,1000,1200,2000,1000,0
150000,1,4,2,28,0,0,0,0,-1,-1,15855,27241,20818,9864,3957,2205,18056,4065,1058,3976,2216,0,0
200000,1,1,2,30,0,0,2,0,0,2,91936,94698,77034,64886,71957,66658,7500,0,1500,10000,2000,0,0
200000,1,1,2,30,0,0,2,0,0,2,91936,94698,77034,64886,71957,66658,7500,0,1500,10000,2000,0,0
200000,1,1,2,30,0,0,2,0,0,2,91936,94698,77034,64886,71957,66658,7500,0,1500,10000,2000,0,0
50000,1,2,2,33,0,0,0,0,0,0,50094,50461,50994,30521,30242,30193,2479,2412,1162,1199,1223,1199,0
50000,1,2,2,33,0,0,0,0,0,0,50094,50461,50994,30521,30242,30193,2479,2412,1162,1199,1223,1199,0
220000,2,1,2,32,-2,-2,-2,-2,-2,-2,21332,27844,33260,9142,15687,9148,28567,34393,9203,15765,9194,11317,0
10000,1,1,2,29,0,0,0,0,0,0,10208,8598,7100,9305,9805,5720,1500,1000,4000,500,2500,0,0
320000,2,1,2,29,0,0,0,0,0,0,42596,43548,33674,34259,62546,106857,1955,2020,1605,30039,65000,5000,0
80000,1,2,2,26,0,0,0,-2,-2,-2,60315,61650,0,0,0,0,2850,0,0,0,0,0,0
230000,1,1,2,30,1,-2,-2,-2,-1,-1,0,0,0,0,625,514,0,0,0,625,514,3,0
420000,1,2,2,44,0,0,0,0,0,0,13620,13002,9180,13965,10245,20199,2000,5000,5000,5000,10000,10000,0
140000,2,2,1,31,0,0,0,0,0,0,98250,100319,102231,95852,94005,93177,4600,4523,4300,3300,3400,3600,0
360000,2,1,2,31,-1,-1,0,0,-1,-1,24500,2251,7714,4502,1896,5117,2251,5463,2251,1896,5117,7172,0
140000,2,3,1,34,0,0,0,0,0,0,138375,138796,142280,142002,89035,94006,5000,8000,6314,3200,6400,2100,0
140000,2,3,1,34,0,0,0,0,0,0,138375,138796,142280,142002,89035,94006,5000,8000,6314,3200,6400,2100,0
50000,1,3,1,58,0,0,0,-2,-2,-1,50456,51400,0,0,0,10400,2400,0,0,0,10400,0,0
70000,1,1,2,26,0,0,0,0,0,0,60701,61865,63063,10879,11127,13004,2735,2726,311,343,3000,2000,0
130000,1,3,3,40,2,0,0,0,0,0,88222,88288,84822,85970,86644,87576,3515,3107,5003,3203,3456,4000,0
270000,2,2,1,45,0,0,0,0,0,0,17074,28137,32602,9462,8835,8054,15000,5000,5000,5000,5000,1500,0
270000,2,2,1,45,0,0,0,0,0,0,17074,28137,32602,9462,8835,8054,15000,5000,5000,5000,5000,1500,0
170000,1,1,2,25,-2,-1,0,0,0,0,-1028,58324,57657,58832,60002,61260,60751,2100,2135,2148,2225,2396,0
170000,1,1,2,25,-2,-1,0,0,0,0,-1028,58324,57657,58832,60002,61260,60751,2100,2135,2148,2225,2396,0
150000,1,1,1,46,0,0,0,0,0,0,97832,98403,99263,100920,86781,71408,4555,3500,3300,3027,3000,2700,0
150000,1,1,1,46,0,0,0,0,0,0,97832,98403,99263,100920,86781,71408,4555,3500,3300,3027,3000,2700,0
240000,2,4,1,34,-1,-1,-1,-1,-1,-1,1731,6763,0,5717,10134,1045,6763,5717,0,10134,1045,6585,0
240000,2,4,1,34,-1,-1,-1,-1,-1,-1,1731,6763,0,5717,10134,1045,6763,5717,0,10134,1045,6585,0
350000,2,1,1,57,-2,-2,-2,-2,-2,-2,7617,2554,44293,66525,7502,15268,2558,44538,67211,7502,15268,228300,0
350000,2,1,1,57,-2,-2,-2,-2,-2,-2,7617,2554,44293,66525,7502,15268,2558,44538,67211,7502,15268,228300,0
310000,1,3,2,28,-1,2,-1,-1,-1,0,186,186,3550,653,14353,15932,0,3567,654,14428,15018,20000,0
30000,1,3,2,53,2,0,0,0,0,0,28033,28675,28997,29214,28933,29134,1788,1500,1173,1100,1100,1000,0
240000,1,3,1,45,0,0,0,0,0,0,135367,135091,133047,132264,130372,133170,6300,4800,4737,4667,4900,4849,0
240000,1,3,1,45,0,0,0,0,0,0,135367,135091,133047,132264,130372,133170,6300,4800,4737,4667,4900,4849,0
240000,1,3,1,45,0,0,0,0,0,0,135367,135091,133047,132264,130372,133170,6300,4800,4737,4667,4900,4849,0
290000,2,2,2,27,0,0,0,0,0,0,240506,235475,240584,212024,216379,209440,8601,9300,8000,7612,8015,7008,0
50000,2,2,1,25,1,3,2,2,0,0,52207,51067,51278,49425,30113,29644,0,2536,13,1199,1058,1073,0
50000,2,2,1,25,1,3,2,2,0,0,52207,51067,51278,49425,30113,29644,0,2536,13,1199,1058,1073,0
50000,2,2,1,25,1,3,2,2,0,0,52207,51067,51278,49425,30113,29644,0,2536,13,1199,1058,1073,0
20000,2,2,2,28,0,0,0,0,0,0,10818,11938,12949,13332,13618,14619,1300,1217,600,500,1230,0,0
320000,2,1,2,30,0,0,0,0,0,0,2419,3193,5127,6871,7751,8623,2000,2000,2000,1000,1000,1000,0
280000,1,1,2,31,0,0,0,0,0,2,164736,170564,150666,133465,133536,132964,8833,12005,5000,8000,3000,5000,0
50000,1,1,2,24,0,0,0,0,0,0,50801,50143,49586,19430,19375,18995,2360,1700,1000,900,870,2130,0
150000,1,1,2,44,1,2,-1,-1,0,0,10710,4982,800,56800,54588,-7,137,15800,56800,0,7,79447,0
120000,1,1,2,41,0,0,0,0,0,2,113796,116467,116060,115711,121575,120940,6000,4500,4500,7900,3000,4023,0
80000,2,2,1,23,0,0,0,0,0,0,79874,60000,47160,32382,8706,3876,2100,2026,4360,2000,1000,2057,0
80000,2,2,1,23,0,0,0,0,0,0,79874,60000,47160,32382,8706,3876,2100,2026,4360,2000,1000,2057,0
90000,1,2,2,26,2,2,-1,2,0,0,121368,102385,91591,66033,70654,121966,0,95800,0,6000,3000,3000,0
160000,1,3,2,42,0,0,2,2,2,2,43753,46869,45856,48818,49640,48737,4100,0,4000,1700,0,2000,0
10000,2,2,2,37,-1,0,0,0,0,-1,7841,7400,6770,5163,3575,390,1157,1000,103,72,400,0,0
10000,2,2,2,37,-1,0,0,0,0,-1,7841,7400,6770,5163,3575,390,1157,1000,103,72,400,0,0
